TIMEDEPRESOURCEAVAILABILITIES:
      t       R 1       R 2       R 3       R 4       R 5       R 6
	0	6	2	1	1	1	3
	1	5	3	1	1	2	2
	2	5	3	1	2	1	3
	3	6	3	1	2	2	3
	4	6	3	1	2	2	3
	5	5	3	1	1	1	2
	6	5	3	2	1	2	3
	7	6	2	2	1	2	3
	8	5	3	2	1	2	2
	9	6	2	2	1	1	3
	10	7	2	1	2	2	3
	11	7	3	1	1	1	2
	12	6	3	2	1	2	3
	13	6	2	2	1	2	3
	14	5	3	2	2	2	3
	15	7	2	2	2	2	3
	16	6	2	2	2	2	3
	17	7	3	2	1	2	3
	18	7	2	2	1	2	3
	19	7	3	1	1	2	3
	20	6	3	2	1	2	3
	21	5	2	2	2	2	2
	22	5	2	1	1	2	3
	23	7	2	2	1	2	2
	24	6	3	2	2	2	3
	25	6	2	2	2	2	2
	26	6	2	2	1	1	3
	27	6	3	1	1	1	3
	28	5	2	2	1	1	3
	29	6	3	2	2	1	3
	30	6	3	2	1	2	3
	31	6	2	2	1	2	3
	32	7	3	1	1	1	2
	33	7	3	2	2	2	3
	34	5	3	2	1	2	3
	35	7	3	2	2	2	3
	36	5	3	1	1	2	3
	37	6	3	1	1	1	3
	38	5	2	2	2	2	2
	39	6	3	2	1	1	3
	40	6	3	2	1	2	3
	41	5	3	2	1	2	3
	42	6	2	1	1	1	2
	43	7	3	2	1	2	3
	44	6	3	1	1	1	3
	45	5	2	1	2	2	3
	46	5	2	1	1	2	3
	47	5	3	2	1	2	3
	48	7	3	2	1	2	2
	49	6	2	2	1	2	3
	50	6	3	2	1	1	3
	51	6	3	1	1	2	3
	52	6	3	2	1	2	3
	53	5	2	1	2	2	2
	54	5	3	2	1	2	3
	55	5	3	2	2	2	3
	56	7	2	2	1	1	2
	57	7	3	2	1	1	3
	58	5	3	2	2	2	3
	59	7	2	2	1	1	3
	60	5	3	2	2	2	3
	61	7	3	1	1	2	3
	62	5	3	2	1	2	2
	63	5	3	2	1	2	3
	64	6	3	1	2	1	3
	65	5	3	1	1	2	2
	66	6	3	1	2	2	3
	67	7	3	2	1	2	3
	68	7	2	1	1	2	3
	69	7	3	2	2	2	2
	70	5	3	2	1	1	3
	71	5	2	2	1	1	3
	72	6	3	1	2	2	3
	73	6	2	2	1	2	2
	74	6	3	2	2	1	3
	75	6	2	2	1	2	3
	76	5	3	1	1	2	3
	77	5	3	1	1	2	3
	78	6	3	2	1	2	3
	79	5	3	2	1	2	3
	80	7	3	2	1	2	3
	81	6	3	2	2	2	3
	82	5	3	2	1	2	3
	83	5	3	2	1	1	3
	84	5	3	1	2	2	2
	85	5	2	1	1	1	3
	86	7	3	2	1	2	2
	87	7	2	2	1	1	3
	88	7	2	2	1	1	2
	89	5	3	2	1	2	3
	90	6	2	2	1	2	3
	91	6	3	2	1	1	3
	92	5	3	1	2	2	3
	93	7	3	2	2	1	3
	94	6	3	2	1	2	2
	95	6	3	2	2	1	3
	96	7	3	2	1	1	2
	97	7	3	1	2	1	2
	98	7	2	2	1	1	3
	99	6	2	2	1	2	2
	100	6	3	2	1	1	2
	101	7	2	2	1	1	3
	102	6	3	1	2	2	3
	103	7	3	2	1	2	3
	104	7	3	2	1	2	2
	105	6	3	1	2	1	3
	106	6	3	2	1	1	3
	107	7	3	2	1	2	2
	108	7	3	1	1	2	2
	109	5	3	2	1	1	3
	110	6	2	1	1	1	3
	111	6	3	2	2	1	3
	112	7	3	1	1	2	3
	113	6	3	2	1	1	3
	114	5	2	2	2	1	2
	115	6	2	2	1	2	3
	116	7	2	2	1	2	3
	117	5	3	2	2	1	3
	118	7	2	2	2	2	3
	119	6	3	2	1	2	3
	120	7	3	2	1	2	3
	121	6	3	1	2	2	3
	122	7	2	2	2	2	3
	123	7	2	2	1	2	3
	124	5	3	2	1	1	3
	125	6	3	1	1	1	2
	126	5	2	2	2	1	3
	127	7	3	2	1	2	2
	128	5	2	1	1	1	2
	129	5	3	2	2	2	2
	130	6	3	2	2	2	3
	131	5	2	2	1	2	3
	132	5	3	1	1	2	2
	133	6	3	2	1	2	3
	134	5	2	2	1	2	2
	135	6	3	2	1	1	2
	136	7	2	2	1	2	3
	137	5	3	2	1	2	2
	138	5	3	2	1	2	3
	139	5	3	2	1	2	3
	140	7	3	2	1	2	3
	141	6	3	2	1	2	3
	142	6	3	2	1	1	2
	143	7	3	1	1	1	3
	144	5	3	2	1	2	3
	145	5	2	2	1	2	3
	146	7	3	2	1	2	3
	147	5	3	2	1	2	2
	148	6	2	2	1	1	3
	149	6	3	1	1	2	3
	150	6	2	2	2	2	2
	151	6	3	2	1	2	2
	152	7	3	2	2	2	2
	153	5	2	1	1	1	3
	154	6	3	1	1	1	3
	155	7	2	2	1	2	3
	156	7	2	2	1	2	3
	157	5	3	2	1	2	3
	158	6	2	1	1	2	3
	159	6	2	2	2	1	2
	160	5	3	2	1	2	2
	161	6	2	2	2	1	2
	162	7	2	1	1	2	3
	163	5	3	1	2	2	2
	164	7	3	1	1	1	3
	165	5	3	2	2	1	2
	166	6	3	2	1	1	3
	167	7	3	2	2	1	2
	168	6	3	1	1	2	3
	169	6	3	1	1	2	3
	170	7	3	2	1	1	2
	171	6	2	1	1	1	3
	172	6	3	2	2	1	2
	173	7	3	2	2	1	2
	174	6	3	2	2	2	3
	175	5	3	1	2	1	3
	176	5	3	1	1	2	2
	177	5	3	2	1	2	3
	178	5	3	2	1	1	3
	179	6	3	2	1	1	2
	180	5	2	2	1	2	2
	181	6	3	2	2	1	3
	182	5	3	2	1	1	3
	183	7	3	2	1	2	2
	184	5	3	2	1	2	3
	185	6	2	1	1	2	2
	186	5	3	2	1	1	3
	187	6	3	2	1	2	3
	188	7	2	1	1	2	2
	189	6	3	2	1	2	3
	190	5	3	2	1	1	3
	191	6	3	1	1	1	3
	192	5	2	2	1	2	3
	193	5	2	1	1	1	2
	194	7	2	1	1	2	3
	195	7	2	1	1	1	2
	196	5	2	2	2	2	3
	197	6	2	1	1	2	3
	198	6	3	2	1	1	2
	199	5	3	1	1	1	2
	200	6	3	1	1	1	3
	201	7	3	2	1	2	3
	202	5	3	2	2	1	3
	203	7	3	2	1	2	2
	204	5	2	2	2	2	2
	205	7	2	1	1	2	3
	206	5	3	1	1	1	2
	207	6	3	2	2	1	2
	208	5	3	2	2	1	3
	209	6	2	1	1	2	3
	210	6	2	2	2	1	3
	211	5	2	1	1	2	2
	212	7	3	2	1	1	3
	213	5	3	2	2	1	3
	214	7	3	2	1	2	3
	215	5	3	2	1	1	3
	216	6	2	2	1	2	3
	217	7	3	2	1	1	3
	218	5	3	1	1	2	3
	219	6	3	2	1	2	2
	220	7	2	2	1	2	2
	221	5	3	1	1	2	2
	222	6	2	2	1	2	2
	223	7	2	2	1	2	2
	224	7	2	2	1	2	3
	225	5	3	1	1	1	2
	226	5	3	2	1	2	3
	227	5	3	2	1	2	3
	228	6	3	1	1	1	2
	229	7	3	1	2	2	2
	230	7	3	2	2	2	2
	231	5	3	2	2	1	3
	232	5	3	1	1	2	3
	233	7	3	1	1	2	3
	234	7	3	2	1	1	3
	235	6	3	2	1	2	3
	236	7	2	2	1	2	2
	237	7	3	2	1	2	2
	238	5	2	2	1	2	3
	239	6	2	1	2	2	3
	240	5	2	2	1	2	3
	241	6	3	1	1	1	3
	242	7	2	2	1	1	2
	243	5	3	1	1	1	2
	244	6	2	1	2	2	3
	245	5	3	1	1	1	3
	246	6	3	1	2	2	3
	247	7	3	2	2	2	2
	248	5	3	2	1	2	3
	249	7	3	1	1	2	3
	250	7	3	1	1	2	3
	251	5	3	1	1	2	3
	252	5	3	2	1	1	2
	253	6	2	1	2	2	3
	254	6	3	2	1	1	3
	255	5	3	2	2	1	3
	256	6	3	2	2	1	2
	257	6	3	2	1	1	2
	258	6	2	1	1	2	2
	259	7	2	1	1	2	2
	260	6	3	1	1	2	3
	261	6	3	2	1	1	2
	262	7	3	2	1	2	2
	263	7	3	2	2	2	2
	264	6	2	2	1	1	2
	265	5	3	2	2	2	2
	266	7	3	1	2	2	3
	267	5	2	1	1	2	3
	268	5	2	1	1	1	2
	269	7	2	2	2	2	2
	270	6	3	1	2	2	3
	271	7	3	2	2	2	2
	272	6	3	2	1	1	3
	273	5	2	1	1	2	3
	274	6	3	2	1	2	3
	275	5	2	1	1	2	2
	276	6	3	2	2	2	2
	277	6	3	1	1	2	3
	278	5	2	2	2	1	3
	279	7	2	1	1	2	2
	280	6	3	2	1	2	3
	281	7	3	1	1	2	3
	282	5	3	2	2	1	3
	283	6	2	1	1	1	3
	284	5	3	2	1	2	2
	285	6	2	2	1	1	3
	286	7	2	2	2	2	3
	287	6	3	2	2	2	3
	288	6	3	2	1	1	3
	289	6	3	2	2	2	2
	290	7	3	2	1	2	3
	291	5	3	2	1	1	2
	292	7	2	2	2	2	3
	293	7	3	1	1	2	2
	294	7	2	1	1	2	3
	295	7	3	1	1	2	3
	296	5	2	1	1	2	2
	297	5	3	1	2	2	3
	298	7	3	1	2	1	2
	299	6	2	2	2	2	3
	300	5	2	2	1	2	3
	301	7	3	1	1	1	3
	302	7	3	1	2	1	2
	303	7	3	1	1	1	3
	304	5	2	1	1	2	2
	305	7	3	2	2	1	3
	306	6	2	2	1	2	2
	307	7	2	2	1	2	3
	308	6	3	2	1	1	2
	309	6	2	2	1	2	3
	310	7	3	2	1	2	2
	311	5	2	2	1	2	3
	312	5	2	2	1	1	2
	313	5	2	1	2	2	3
	314	6	3	1	1	2	3
	315	7	2	2	2	2	2
	316	7	2	2	1	2	2
	317	7	2	2	1	2	3
	318	7	3	2	1	2	3
	319	6	3	2	1	2	3
	320	7	2	1	1	2	3
	321	5	2	1	1	2	2
	322	7	3	2	1	2	3
	323	7	2	2	1	1	2
	324	5	3	2	1	2	3
	325	7	3	2	1	2	3
	326	5	2	2	2	2	3
	327	5	3	2	1	1	3
	328	6	3	1	2	2	3
	329	5	3	2	2	2	2
	330	7	3	2	2	1	2
	331	5	3	2	1	2	3
	332	7	3	2	2	1	3
	333	6	3	2	1	2	2
	334	7	3	1	1	2	3
	335	5	3	1	2	2	2
	336	5	3	2	2	1	3
	337	6	2	2	2	2	2
	338	6	3	1	1	2	2
	339	6	3	2	1	1	2
	340	7	3	1	2	2	3
	341	6	3	2	1	2	3
	342	6	3	1	2	2	2
	343	5	3	2	1	1	3
	344	7	2	1	1	2	2
	345	6	3	2	2	1	3
	346	6	3	2	2	1	2
	347	5	2	2	2	2	3
	348	5	3	2	2	2	3
	349	6	2	1	2	2	3
	350	7	3	1	1	1	2
	351	7	2	2	1	2	3
	352	6	2	2	2	2	2
	353	6	3	2	1	2	3
	354	6	3	2	1	1	2
	355	5	2	2	2	1	3
	356	7	3	2	2	2	3
	357	7	2	1	1	2	3
	358	5	2	1	2	1	2
	359	7	2	2	1	2	3
	360	7	3	1	1	2	3
	361	6	3	1	2	2	3
	362	7	2	2	1	2	2
	363	5	3	2	2	1	3
	364	6	2	2	1	2	3
	365	6	3	1	2	2	3
	366	6	3	2	1	1	3
	367	5	3	2	1	2	2
	368	5	2	1	1	1	3
	369	5	3	1	1	2	3
	370	7	2	2	1	1	3
	371	7	3	1	1	2	3
	372	5	3	2	2	2	3
	373	7	3	2	1	2	2
	374	6	2	2	1	1	3
	375	5	2	2	2	2	3
	376	6	3	1	2	2	3
	377	5	3	2	2	2	3
	378	6	3	2	1	2	2
	379	6	3	2	1	2	3
	380	7	3	1	1	2	2
	381	6	3	1	2	2	2
	382	6	2	2	2	1	3
	383	5	3	2	2	1	3
	384	5	3	1	2	2	3
	385	7	3	2	2	2	3
	386	6	2	1	2	1	2
	387	7	2	1	2	2	3
	388	6	3	1	1	2	3
	389	6	3	2	1	1	3
	390	6	3	2	2	2	2
	391	6	3	2	2	2	3
	392	7	3	2	1	1	3
	393	7	3	1	2	2	3
	394	7	3	2	2	1	2
	395	5	3	2	1	1	2
	396	7	3	2	2	2	2
	397	7	2	1	1	2	3
	398	6	3	2	2	2	3
	399	7	2	1	1	2	3
	400	7	2	2	1	2	3
	401	5	3	1	1	2	2
	402	6	2	2	1	1	3
	403	7	3	2	2	2	3
	404	5	2	2	1	1	3
	405	5	3	1	1	2	3
	406	6	3	2	2	1	3
	407	6	3	1	1	1	3
	408	6	3	2	1	1	3
	409	6	3	2	2	1	2
	410	6	3	1	2	1	3
	411	5	2	2	1	2	3
	412	7	3	2	1	2	3
	413	5	3	2	1	1	2
	414	5	3	2	2	1	3
	415	5	2	1	1	2	3
	416	5	2	2	2	2	3
	417	5	2	2	2	1	2
	418	6	2	2	1	2	3
	419	5	3	2	1	2	3
	420	5	2	1	1	2	3
	421	5	2	2	1	2	3
	422	5	3	1	1	1	2
	423	6	3	2	2	2	3
	424	5	3	2	1	2	2
	425	6	3	1	1	1	2
	426	6	3	2	1	1	3
	427	5	2	2	2	2	3
	428	6	2	1	2	2	3
	429	5	3	1	1	1	3
	430	6	2	2	1	1	2
	431	7	2	2	2	2	3
	432	6	3	1	1	1	3
	433	6	3	2	1	2	2
	434	5	3	1	2	1	3
	435	5	3	2	1	2	2
	436	5	3	2	1	2	2
	437	5	3	1	1	1	3
	438	5	3	2	1	1	3
	439	6	3	2	1	1	2
	440	6	3	2	1	1	3
	441	5	3	2	2	1	3
	442	5	2	2	2	2	3
	443	7	2	2	2	1	3
	444	6	2	1	1	1	2
	445	7	2	2	1	2	3
	446	6	3	1	1	2	2
	447	6	3	2	2	1	3
	448	5	2	1	1	2	3
	449	6	3	2	2	1	2
	450	6	3	1	2	2	2
	451	6	2	2	1	1	3
	452	7	2	1	1	2	3
	453	6	3	1	2	1	3
	454	6	2	1	1	2	3
	455	7	2	2	1	2	2
	456	7	3	1	1	1	3
	457	5	3	2	1	1	3
	458	6	3	2	1	2	2
	459	6	3	2	1	2	3
	460	5	2	2	2	2	3
	461	7	3	2	2	2	3
	462	7	2	2	1	2	3
	463	5	2	2	1	2	2
	464	5	3	2	1	1	3
	465	7	3	2	1	1	2
	466	6	3	2	1	2	3
	467	7	3	1	2	2	2
	468	6	2	1	1	2	3
	469	5	3	2	1	2	2
	470	6	3	2	1	2	3
	471	5	3	1	1	1	3
	472	5	2	1	1	1	2
	473	6	2	1	2	2	3
	474	5	3	1	1	1	2
	475	7	3	2	1	2	3
	476	7	3	1	2	1	3
	477	5	2	2	1	2	2
	478	5	3	2	2	1	3
	479	7	3	2	1	2	3
	480	7	3	1	1	2	2
	481	6	3	2	1	2	3
	482	7	3	2	2	1	3
	483	7	3	2	2	2	3
	484	6	3	2	2	2	2
	485	7	2	2	1	2	2
	486	6	3	2	2	1	3
	487	7	3	1	1	2	3
	488	5	3	1	1	1	3
	489	6	2	2	2	2	3
	490	6	2	2	1	1	3
	491	6	3	2	1	2	3
	492	7	3	2	1	1	2
	493	6	3	2	1	2	2
	494	6	3	2	1	1	3
	495	6	2	1	1	2	2
	496	6	2	2	1	1	2
	497	5	3	2	1	1	3
	498	5	2	2	1	2	3
	499	7	3	1	1	2	3
	500	5	3	2	2	2	3
	501	6	3	2	2	2	3
	502	6	3	2	1	1	3
	503	5	3	2	2	2	2
	504	6	3	2	1	2	3
	505	5	3	2	2	2	3
	506	5	3	2	1	2	3
	507	7	3	1	2	2	3
	508	5	3	1	1	2	3
	509	7	3	2	1	2	2
	510	5	3	2	1	1	2
	511	6	2	2	1	2	2
	512	5	2	2	1	2	3
	513	6	3	2	1	2	3
	514	7	3	2	1	2	2
	515	6	2	1	2	2	3
	516	5	3	2	1	2	2
	517	6	2	2	2	1	3
	518	6	3	2	1	2	3
	519	7	3	2	2	2	3
	520	7	3	2	1	2	2
	521	5	3	2	2	1	2
	522	6	3	2	2	1	3
	523	5	2	2	2	1	3
	524	7	3	2	2	1	3
	525	6	3	2	2	2	2
	526	5	3	2	2	2	3
	527	7	3	2	2	1	3
	528	5	2	2	2	2	3
	529	5	2	1	1	2	2
	530	7	3	1	2	2	3
	531	6	2	2	1	1	3
	532	5	3	2	2	2	3
	533	6	3	2	2	1	3
	534	7	3	2	2	2	2
	535	7	3	1	1	2	3
	536	6	2	2	1	2	3
	537	7	3	2	1	2	3
	538	6	2	1	1	2	3
	539	5	2	1	1	2	2
	540	6	3	2	1	2	3
	541	7	2	2	1	1	3
	542	7	3	1	2	2	3
	543	5	3	2	2	1	3
	544	6	3	1	1	2	3
	545	7	3	2	1	2	3
	546	7	2	2	1	2	3
	547	6	3	2	2	2	3
	548	5	3	2	2	2	3
	549	6	3	2	1	2	3
	550	6	3	2	1	2	3
	551	6	2	1	1	1	3
	552	6	3	2	1	2	3
	553	5	3	1	2	2	3
	554	7	3	1	1	2	3
	555	6	2	1	1	1	3
	556	5	3	2	1	2	3
	557	6	3	1	1	2	2
	558	5	3	2	1	2	3
	559	7	3	2	1	2	3
	560	6	2	1	1	2	3
	561	7	3	1	2	2	3
	562	7	3	2	1	2	3
	563	7	3	2	1	1	3
	564	6	3	2	1	1	3
	565	5	3	2	1	2	3
	566	7	3	2	1	2	3
	567	7	3	2	1	2	3
	568	7	3	2	1	2	2
	569	6	3	2	1	2	3
	570	7	2	1	2	1	2
	571	5	2	2	2	2	3
	572	6	2	2	1	2	3
	573	5	3	2	1	2	2
	574	7	3	2	1	1	2
	575	5	2	1	2	2	3
	576	7	2	2	2	1	3
	577	5	3	1	1	1	2
	578	5	3	2	2	1	3
	579	5	3	2	2	1	3
	580	5	3	2	2	2	3
	581	7	2	1	2	2	3
	582	7	3	2	2	1	3
	583	7	3	1	2	1	3
	584	5	2	2	2	2	3
	585	6	2	1	1	2	3
	586	5	3	2	1	2	2
	587	5	2	2	1	2	3
	588	7	3	1	2	2	3
	589	7	3	2	1	1	3
	590	6	3	2	1	2	2
	591	7	2	2	2	1	2
	592	7	3	1	1	2	2
	593	5	2	2	1	2	3
	594	6	3	2	1	2	2
	595	5	2	2	1	1	2
	596	6	3	2	2	2	2
	597	6	3	2	1	1	2
	598	7	3	2	1	1	2
	599	7	3	2	1	2	2
	600	7	3	2	2	2	3
	601	5	2	2	2	2	3
	602	6	3	1	1	1	3
	603	5	3	2	1	2	3
	604	5	2	2	1	2	2
	605	5	3	2	1	2	2
	606	5	3	2	1	2	3
	607	7	3	2	1	2	2
	608	5	3	2	1	2	3
	609	7	3	2	1	2	3
	610	5	2	2	1	1	3
	611	6	3	1	1	2	2
	612	6	2	2	1	2	2
	613	5	3	2	1	1	3
	614	5	3	1	1	1	3
	615	5	2	2	1	2	3
	616	7	3	1	2	2	3
	617	7	2	2	1	1	2
	618	6	2	2	1	1	3
	619	5	2	2	2	2	3
	620	6	2	1	1	2	3
	621	6	2	2	2	2	3
	622	7	3	2	1	2	3
	623	7	3	1	1	2	3
	624	7	2	2	1	2	3
	625	7	3	1	1	1	3
	626	6	3	1	1	2	2
	627	7	2	2	2	2	2
	628	6	3	2	1	2	3
	629	6	2	1	1	1	3
	630	5	3	2	1	2	3
	631	5	2	2	1	2	2
	632	7	2	2	1	2	3
	633	6	3	1	1	1	2
	634	5	2	2	2	2	3
	635	5	3	2	1	2	3
	636	6	3	1	1	1	3
	637	5	3	2	1	1	2
	638	5	3	2	1	2	3
	639	5	2	2	2	2	3
	640	5	3	2	1	1	3
	641	5	3	2	1	2	2
	642	5	3	2	2	2	2
	643	7	3	2	1	2	3
	644	6	3	2	1	2	2
	645	7	3	2	1	2	3
	646	5	3	2	2	2	3
	647	6	2	1	2	2	2
	648	7	3	1	1	2	3
	649	6	2	1	1	2	2
	650	6	2	1	1	1	3
	651	6	3	1	2	2	2
	652	6	3	2	2	2	3
	653	6	2	2	1	1	2
	654	6	3	1	2	2	3
	655	6	2	1	1	2	3
	656	6	2	2	1	2	3
	657	6	2	1	1	1	2
	658	7	2	2	2	2	3
	659	6	3	1	2	2	3
	660	5	3	2	2	2	3
	661	6	3	1	2	2	3
	662	5	3	1	1	2	3
	663	7	3	1	1	1	3
	664	6	2	2	1	2	3
	665	5	3	2	1	1	2
	666	5	3	1	1	2	2
	667	7	3	1	2	2	2
	668	5	2	2	2	1	3
	669	7	3	2	1	2	3
	670	5	2	2	1	2	3
	671	6	3	2	1	2	3
	672	6	2	1	2	2	2
	673	7	3	1	2	1	2
	674	5	3	2	1	1	2
	675	6	2	2	1	2	2
	676	6	2	2	2	2	3
	677	5	3	2	1	2	3
	678	5	3	2	1	2	2
	679	7	3	1	2	1	2
	680	5	3	2	2	2	3
	681	5	3	2	1	1	3
	682	6	3	2	1	1	2
	683	7	3	2	2	2	3
	684	6	3	2	2	2	3
	685	6	3	2	2	2	3
	686	5	3	2	1	2	3
	687	6	2	1	1	2	3
	688	5	2	2	1	1	3
	689	6	3	2	1	2	3
	690	6	3	2	2	1	3
	691	7	3	2	1	2	2
	692	7	3	2	1	1	3
	693	6	3	1	1	1	2
	694	5	3	2	1	2	3
	695	5	3	2	1	1	2
	696	5	2	2	1	2	3
	697	6	3	1	1	2	3
	698	7	3	1	2	2	3
	699	7	3	2	2	2	3
	700	6	3	1	1	1	3
	701	7	3	2	1	2	2
	702	5	2	2	1	2	3
	703	5	3	2	2	2	3
	704	6	2	1	2	2	2
	705	6	3	2	2	2	2
	706	7	3	2	1	2	3
	707	5	3	2	2	1	2
	708	7	2	2	2	1	3
	709	5	2	2	1	2	3
	710	6	2	2	1	2	2
	711	6	3	1	1	1	3
	712	6	2	1	2	2	3
	713	5	2	2	1	2	3
	714	7	3	2	1	1	3
	715	7	3	1	1	2	3
	716	6	3	1	1	1	2
	717	5	3	2	1	2	2
	718	6	3	2	2	2	3
	719	7	3	2	1	1	3
	720	7	3	2	2	2	3
	721	6	3	2	1	2	2
	722	6	3	2	1	2	3
	723	7	2	1	2	2	3
	724	6	3	2	1	2	3
	725	5	3	2	1	1	3
	726	5	2	2	1	2	2
	727	7	3	2	1	1	3
	728	7	2	2	2	2	3
	729	7	3	2	1	2	3
	730	5	3	1	1	2	3
	731	6	2	1	2	2	3
	732	7	2	2	1	1	3
	733	6	3	2	1	2	3
	734	5	3	2	2	1	3
	735	7	2	2	2	2	2
	736	5	2	2	1	2	3
	737	6	3	2	1	1	3
	738	7	3	1	1	2	2
	739	5	3	2	1	2	3
	740	7	3	1	2	2	3
	741	5	3	1	1	2	2
	742	5	3	2	2	1	3
	743	6	2	2	2	2	3
	744	5	2	2	1	2	3
	745	6	3	2	1	2	2
	746	7	3	2	1	1	3
	747	7	3	2	2	2	2
	748	5	2	2	1	2	2
	749	7	3	1	2	2	3
	750	6	2	1	1	1	2
	751	7	2	2	1	1	3
	752	6	3	2	1	2	2
	753	6	2	1	2	2	3
	754	6	3	1	2	2	3
	755	5	3	2	2	2	3
	756	7	2	2	1	2	2
	757	5	3	2	1	1	3
	758	6	3	2	1	2	3
	759	7	2	2	2	2	2
	760	5	3	2	2	1	2
	761	6	3	2	1	2	2
	762	6	3	1	1	1	3
	763	5	2	2	2	2	3
	764	6	2	2	1	2	3
	765	7	3	1	1	2	3
	766	7	3	2	2	2	3
